FADL_ECOLI	0.78	0.68	0.48	0.50	0.83	0.40	0.29	om
BCR_ECOLI	0.79	0.41	0.48	0.50	0.66	0.81	0.83	imU
CPXA_ECOLI	0.79	0.36	0.48	0.50	0.46	0.82	0.70	imU
UHPB_ECOLI	0.79	0.54	0.48	0.50	0.50	0.66	0.68	imU
FTSH_ECOLI	0.81	0.44	0.48	0.50	0.42	0.67	0.68	imU
MCP2_ECOLI	0.81	0.53	0.48	0.50	0.57	0.87	0.88	imU
PNTB_ECOLI	0.81	0.52	0.48	0.50	0.57	0.78	0.80	imU
LSPA_ECOLI	0.83	0.37	0.48	0.50	0.61	0.71	0.74	im
CADB_ECOLI	0.83	0.48	0.48	0.50	0.65	0.76	0.79	imU
DHG_ECOLI	0.84	0.44	0.48	0.50	0.48	0.71	0.74	im
FEPD_ECOLI	0.84	0.49	0.48	0.50	0.55	0.78	0.74	imU
SECG_ECOLI	0.84	0.54	0.48	0.50	0.75	0.92	0.70	imU
ATKC_ECOLI	0.85	0.53	0.48	0.50	0.53	0.52	0.35	imS
MCP1_ECOLI	0.86	0.39	0.48	0.50	0.59	0.89	0.90	imU
TYRP_ECOLI	0.86	0.55	0.48	0.50	0.63	0.81	0.83	imU
MCP4_ECOLI	0.87	0.49	0.48	0.50	0.61	0.76	0.79	imU
SECD_ECOLI	0.88	0.42	0.48	0.50	0.52	0.73	0.75	imU
NHAA_ECOLI	0.89	0.55	0.48	0.50	0.51	0.72	0.76	im
