NFRA_ECOLI	0.61	0.75	0.48	0.50	0.51	0.33	0.33	om
USHA_ECOLI	0.61	0.60	0.48	0.50	0.44	0.39	0.38	pp
KUP_ECOLI	0.62	0.42	0.48	0.50	0.58	0.79	0.81	imU
PSTS_ECOLI	0.62	0.78	0.48	0.50	0.47	0.49	0.54	pp
SUBI_ECOLI	0.62	0.83	0.48	0.50	0.46	0.36	0.40	pp
AMPE_ECOLI	0.63	0.47	0.48	0.50	0.51	0.82	0.84	im
GALP_ECOLI	0.63	0.50	0.48	0.50	0.59	0.85	0.86	im
MALF_ECOLI	0.63	0.54	0.48	0.50	0.65	0.79	0.81	im
POTE_ECOLI	0.63	0.65	0.48	0.50	0.66	0.67	0.71	im
TOLQ_ECOLI	0.63	0.75	0.48	0.50	0.64	0.73	0.66	im
NFRB_ECOLI	0.63	0.49	0.48	0.50	0.54	0.76	0.79	imS
KEFC_ECOLI	0.63	0.42	0.48	0.50	0.48	0.77	0.80	imU
TEHA_ECOLI	0.63	0.51	0.48	0.50	0.64	0.72	0.76	imU
FHUA_ECOLI	0.63	0.69	0.48	0.50	0.65	0.41	0.28	om
OMPT_ECOLI	0.63	0.49	0.48	0.50	0.79	0.45	0.28	om
DGAL_ECOLI	0.63	1.00	0.48	0.50	0.35	0.51	0.49	pp
FIMC_ECOLI	0.63	0.57	0.48	0.50	0.49	0.70	0.20	pp
GLNH_ECOLI	0.63	0.86	0.48	0.50	0.39	0.47	0.34	pp
GLPQ_ECOLI	0.63	0.83	0.48	0.50	0.40	0.39	0.19	pp
HTRA_ECOLI	0.63	0.71	0.48	0.50	0.60	0.40	0.39	pp
MODA_ECOLI	0.63	0.65	0.48	0.50	0.39	0.44	0.35	pp
POTD_ECOLI	0.63	0.80	0.48	0.50	0.46	0.31	0.29	pp
PTKB_ECOLI	0.64	0.76	0.48	0.50	0.45	0.35	0.38	cp
FRDD_ECOLI	0.64	0.58	0.48	0.50	0.48	0.78	0.73	im
DPPB_ECOLI	0.64	0.46	0.48	0.50	0.48	0.73	0.76	imU
NUPG_ECOLI	0.64	0.45	0.48	0.50	0.67	0.61	0.66	imU
FEPA_ECOLI	0.64	0.57	0.48	0.50	0.70	0.33	0.26	om
ECPD_ECOLI	0.64	0.72	0.48	0.50	0.49	0.42	0.19	pp
MALE_ECOLI	0.64	0.84	0.48	0.50	0.37	0.45	0.40	pp
OSMY_ECOLI	0.64	0.66	0.48	0.50	0.41	0.39	0.20	pp
PROX_ECOLI	0.64	0.78	0.48	0.50	0.50	0.36	0.38	pp
RBSB_ECOLI	0.64	0.81	0.48	0.50	0.37	0.39	0.44	pp
FABB_ECOLI	0.65	0.47	0.48	0.50	0.59	0.30	0.40	cp
PTWX_ECOLI	0.65	0.55	0.48	0.50	0.34	0.37	0.28	cp
CIRA_ECOLI	0.65	0.51	0.48	0.50	0.66	0.54	0.33	om
BGLX_ECOLI	0.65	0.57	0.48	0.50	0.47	0.47	0.51	pp
LLDP_ECOLI	0.66	0.53	0.48	0.50	0.59	0.66	0.66	im
DMSC_ECOLI	0.66	0.48	0.48	0.50	0.54	0.70	0.74	imU
NLPB_ECOLI	0.66	0.49	1.00	0.50	0.54	0.56	0.36	omL
ARAF_ECOLI	0.66	0.86	0.48	0.50	0.34	0.41	0.36	pp
DSBC_ECOLI	0.66	0.74	0.48	0.50	0.31	0.38	0.43	pp
POTF_ECOLI	0.66	0.71	0.48	0.50	0.41	0.50	0.35	pp
